short,географическое распростонение,"Длина
",Ширина,leaf_ind,Площадь,curvtop,curvbasis,Длина контура,circularity,pwid,BIO 1,BIO 2,BIO3,BIO 4,BIO 5,BIO 6,BIO 7,BIO 8,BIO 9,BIO 10,BIO 11,BIO 12,BIO 13,BIO 14,BIO 15,BIO 16,BIO 17,BIO 18,BIO 19
pytatin,островное,"3,5614","1,9976","0,5609","5,1802","4,0025","4,6385","8,6714","1,9491","-0,0128","4,73","8,78","2,07","1156,74","24,4","-17,8","42,2","18,54","-11,33","18,54","-11,33","694,16","129,05","9,37","69,26","343,89","40,74","343,89","40,74"
pytatin,островное,"4,7588","2,3811","0,5003","8,3755","3,0472","4,7858","11,2618","2,5763","-0,0446","4,73","8,78","2,07","1156,74","24,4","-17,8","42,2","18,54","-11,33","18,54","-11,33","694,16","129,05","9,37","69,26","343,89","40,74","343,89","40,74"
pytatin,островное,"2,7735","1,0351","0,3732","2,1199","2,5078","4,7659","6,2128","5,641","0,0188","4,73","8,78","2,07","1156,74","24,4","-17,8","42,2","18,54","-11,33","18,54","-11,33","694,16","129,05","9,37","69,26","343,89","40,74","343,89","40,74"
pytatin,островное,"3,376","1,6948","0,502","4,1182","3,3472","6,3906","7,9454","2,7631","0,0498","4,73","8,78","2,07","1156,74","24,4","-17,8","42,2","18,54","-11,33","18,54","-11,33","694,16","129,05","9,37","69,26","343,89","40,74","343,89","40,74"
pytatin,островное,"2,9791","1,2553","0,4214","2,6362","5,1018","1,9807","6,752","4,7274","-0,0083","4,73","8,78","2,07","1156,74","24,4","-17,8","42,2","18,54","-11,33","18,54","-11,33","694,16","129,05","9,37","69,26","343,89","40,74","343,89","40,74"
pytatin,островное,"3,6814","1,4567","0,3957","3,9388","5,4402","2,2962","8,2804","4,8412","0,0275","4,73","8,78","2,07","1156,74","24,4","-17,8","42,2","18,54","-11,33","18,54","-11,33","694,16","129,05","9,37","69,26","343,89","40,74","343,89","40,74"
russkii,островное,"3,2085","1,4012","0,4367","3,2577","1,9806","2,5048","7,3642","4,0808","0,0355","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,1381","1,5463","0,4928","3,5717","1,6537","0,9505","7,4027","2,7763","0,0489","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,4975","1,6432","0,4698","3,9627","2,2649","7,0971","8,0703","3,8695","0,0294","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,1234","1,8828","0,6028","4,2437","2,0281","2,44","7,7691","1,6569","-0,0058","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"2,8257","1,5775","0,5583","3,1294","1,5441","4,6297","6,832","2,3492","0,0269","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,1748","1,6274","0,5126","3,6961","1,7903","2,2036","7,5471","2,8441","0,0112","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"4,2588","1,3096","0,3075","3,9008","10,6016","8,3705","9,2385","9,3139","0,0075","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,969","1,4294","0,3601","3,9119","2,4379","5,407","8,719","6,8671","0,0229","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,4226","1,6712","0,4883","4,2075","2,5255","0,9721","8,0979","3,0192","-0,0164","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"5,9563","1,7673","0,2967","7,1725","3,5147","1,7777","12,7422","10,0707","-0,0152","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"4,9073","1,4975","0,3052","5,0136","9,3156","0,9209","10,5367","9,5776","-0,0875","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,776","1,4912","0,3949","4,0454","3,6918","8,223","8,4442","5,0599","0,06","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"4,1236","1,5199","0,3686","4,3586","4,3351","2,6148","9,0803","6,3508","0,0032","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,009","1,3268","0,4409","2,8377","3,0666","2,2496","6,866","4,0462","0,0243","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"4,2341","1,3639","0,3221","4,0844","4,278","2,7246","9,1499","7,9314","-0,0102","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"5,9145","2,0688","0,3498","8,5157","5,2035","3,4513","12,9368","7,0868","0,0106","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"4,2521","1,7444","0,4103","5,2497","2,8158","4,917","9,5764","4,9027","0,0333","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"5,2217","1,6289","0,312","5,6782","8,4018","2,0826","11,2082","9,5575","-0,0634","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"3,676","1,716","0,4668","4,3243","7,1078","5,9499","8,448","3,9375","0,0294","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
russkii,островное,"5,8506","1,9111","0,3267","7,5935","13,3258","6,149","12,7045","8,6892","-0,0161","4,76","11,04","2,3","1274,12","26,2","-20,14","46,34","19,86","-12,89","19,86","-12,89",589,"114,44",8,72,"296,89",33,"296,89",33
khasan _m,континентальное,"2,6942","1,2506","0,4642","2,3157","2,8419","5,7694","6,1661","3,8522","0,0164","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,9097","1,3276","0,4563","2,6344","11,8022","2,9495","6,6219","4,0785","-0,0563","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,7188","1,2975","0,4772","2,4119","5,0838","4,6545","6,2411","3,5838","-0,0185","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,5627","1,1907","0,4646","2,1405","4,6087","3,4059","5,9173","3,7914","0,0588","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,3612","1,2811","0,5426","2,0872","6,2454","3,8184","5,6215","2,5741","0,0319","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"1,9333","0,9218","0,4768","1,1768","5,8727","6,654","4,4243","4,0672","0,0173","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,8091","1,3044","0,4644","2,4794","4,478","1,307","6,4029","3,9688","-0,0276","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,8622","1,9795","0,4071","6,9188","6,0182","3,6167","10,9392","4,7293","-0,0307","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,4095","2,1781","0,4939","6,9109","2,9089","2,0141","10,3413","2,9082","-0,0012","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,5577","2,2698","0,498","6,8382","4,687","2,868","10,5167","3,6075","-0,0256","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,2657","2,6441","0,5021","9,7877","6,7937","0,7784","12,3541","3,0272","-0,0429","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,0768","1,6367","0,4015","4,8791","1,9536","1,7472","9,1974","4,7711","-0,0104","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,6529","1,6738","0,4582","4,097","3,4295","3,4849","8,3496","4,4499","0,0517","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,7132","1,7086","0,4601","4,4073","7,9706","5,9995","8,4783","3,7432","-0,0483","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,856","1,4461","0,5064","3,0291","1,809","1,1936","6,7889","2,6487","0,0029","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,7876","1,6945","0,4474","4,5504","1,6137","3,5941","8,6862","4,0147","0,0312","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,7052","1,5087","0,5577","2,9057","3,4459","1,2658","6,5275","2,0972","-0,0479","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,0148","1,4844","0,4924","3,2622","2,344","0,5761","7,089","2,8384","-0,0203","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,5671","1,4916","0,581","2,77","1,91","1,2965","6,307","1,7939","0,0828","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,261","1,5445","0,4736","3,5505","2,2687","5,5044","7,5617","3,5378","0,0511","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,3886","2,207","0,5029","6,8053","2,3965","0,8449","10,266","2,92","0,0084","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"6,1006","2,9115","0,4772","12,5138","8,7807","0,9148","14,0832","3,2831","-0,0479","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,6632","2,5915","0,4576","9,9873","5,8123","2,2529","12,8915","4,0738","-0,0393","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,7939","2,3247","0,4849","7,7476","2,6421","1,2649","11,0807","3,2815","-0,0298","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,1372","2,6793","0,5216","9,9188","1,7038","0,9724","12,2335","2,5219","0,0636","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,1144","2,5461","0,4978","9,1207","3,3072","6,6247","11,9187","3,0087","0,0163","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,4931","2,1662","0,6201","5,4004","2,1993","2,5392","8,7333","1,5568","0,0386","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,8742","2,3075","0,5956","6,5487","4,1321","1,7671","9,6094","1,5342","0,0045","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,0713","2,0871","0,6796","4,5402","2,5614","5,2429","7,8698","1,075","0,0074","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,8849","1,799","0,6236","3,6897","2,555","2,5605","7,2202","1,5623","-0,0194","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,7107","1,3268","0,4895","2,5779","2,795","1,8059","6,3549","3,0992","0,067","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,5299","1,3574","0,5366","2,5485","1,8494","5,6931","6,1972","2,5033","0,0709","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,8946","2,0106","0,5163","5,4757","5,0785","7,3333","9,184","2,8371","0,012","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,6577","2,0554","0,5619","5,5581","4,035","1,8956","8,9641","1,8909","-0,0288","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,4459","1,8707","0,5429","4,7366","3,479","1,9443","8,3464","2,141","-0,0184","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,7017","1,933","0,4111","6,5968","6,1463","2,0561","10,5911","4,4377","-0,0266","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,5534","1,3704","0,3857","3,1809","7,1763","0,9092","7,7869","6,4963","-0,0541","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,8394","1,3312","0,3467","3,7994","3,1335","5,2011","8,5447","6,6505","0,0641","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,4862","1,1457","0,4608","1,9294","2,6621","1,3032","5,6746","4,1237","-0,0028","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,4064","1,5316","0,4496","3,6316","3,0206","3,5387","7,7752","4,0803","0,0081","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,0637","1,175","0,3835","2,3394","3,3356","1,5949","6,7086","6,6716","0,007","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,3492","1,5132","0,4518","3,6192","2,74","1,5814","7,7153","3,8807","-0,0191","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,9423","1,3016","0,3302","3,4733","4,8743","8,954","8,506","8,2645","-0,0367","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,5051","2,3717","0,4308","8,7122","7,0712","3,4225","12,3508","4,9428","-0,0281","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,0542","1,9213","0,3801","6,7109","8,1741","3,2703","11,1462","5,9467","0,01","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,9251","2,2139","0,4495","7,1937","3,0755","1,7449","11,1507","4,7179","0,0768","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,9872","1,4822","0,3717","4,1312","3,047","2,5698","8,813","6,2343","0,0513","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,6598","1,9427","0,4169","6,0966","10,3205","4,5032","10,3942","5,1548","-0,0027","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,5408","1,441","0,407","3,5665","12,3799","4,4992","7,9701","5,2446","0,0027","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,589","1,3189","0,3675","3,423","2,091","6,8785","7,9603","5,9457","-0,0044","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,5381","1,0638","0,4191","1,9843","2,5017","1,8537","5,8575","4,7243","0,0754","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,4521","0,9398","0,3833","1,6662","6,7969","2,8384","5,5268","5,7662","-0,0263","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,0711","0,7402","0,3574","1,0323","6,9512","5,3067","4,5728","7,6898","0,1221","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,7329","1,7831","0,4777","4,4785","4,2451","3,4242","8,5791","3,8681","0,0046","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,9863","1,1194","0,3748","2,3267","3,2428","5,9604","6,6206","6,2724","0,0108","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,7627","1,872","0,393","6,3667","8,7325","1,0174","10,6294","5,1798","0,0228","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,1428","1,6224","0,3916","4,9684","2,786","1,8282","9,3512","5,034","-0,0343","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,4892","1,5921","0,4563","3,944","2,4587","1,9058","8,0139","3,7172","-0,0174","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,5833","1,6852","0,4703","4,2416","5,6099","0,3594","8,2381","3,434","-0,0892","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,7212","1,8862","0,3995","6,1743","4,0341","1,1453","10,5049","5,3064","-0,042","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,2698","2,2364","0,4244","8,1728","3,3348","0,7594","11,8996","4,7593","-0,0763","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,3818","1,7393","0,3969","5,3728","4,2394","2,7424","9,8209","5,385","0,0197","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,1315","1,5864","0,5066","3,6799","2,0504","0,6744","7,4964","2,7047","0,0746","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,592","2,0495","0,4463","6,3308","8,7087","7,0646","10,4169","4,5739","-0,0358","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,427","1,9397","0,4382","5,7068","5,6779","10,75","9,9937","4,9348","-0,0105","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,217","1,8538","0,4396","5,6044","4,7926","4,5833","9,7136","4,2692","-0,0368","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,5679","1,9594","0,429","6,0821","5,2076","9,0806","10,311","4,9139","-0,0119","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,3396","1,7247","0,3974","5,2126","3,0402","3,5459","9,6799","5,4095","-0,0566","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,8055","1,6367","0,3406","5,6461","2,9203","3,169","10,5151","7,0165","0,048","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,0299","1,3162","0,4344","2,7488","4,06","9,0995","6,8572","4,5395","0,0269","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,1983","1,654","0,394","4,6559","8,0254","8,0368","9,3321","6,1384","-0,0444","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,3877","1,5951","0,4708","3,7584","3,5416","5,5227","7,8012","3,6261","0,0141","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,3579","1,4309","0,4261","3,4917","3,3355","0,4175","7,6282","4,099","-0,0069","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,2235","1,4472","0,449","3,241","3,4869","6,315","7,3591","4,1432","0,0177","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,487","2,1031","0,4687","6,6785","5,3526","4,5709","10,3445","3,4566","-0,0333","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,5805","1,8709","0,5225","4,5849","1,9266","6,2783","8,4542","3,0223","-0,0066","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,0664","2,4686","0,4873","8,5441","6,1788","4,2091","11,7121","3,4882","-0,0225","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,5577","2,0579","0,4515","6,4411","3,3666","3,2246","10,3958","4,2123","-0,0242","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,1832","1,8033","0,4311","5,4208","2,4302","3,8933","9,5256","4,1725","0,0209","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,5765","1,2398","0,4812","2,3389","1,8366","1,4385","6,1119","3,4044","0,0934","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"4,9956","2,1001","0,4204","7,2967","3,0448","2,6742","11,2523","4,7857","0,0044","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"5,542","2,6138","0,4716","9,8091","7,7401","3,476","12,708","3,8973","0,0133","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"6,2794","2,607","0,4152","11,1698","12,082","6,9063","14,0729","5,1643","-0,0073","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,665","2,1724","0,5928","5,5591","2,9456","4,6929","8,9397","1,8099","-0,01","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"3,5093","1,6091","0,4585","3,9445","5,6915","0,5627","7,9962","3,6432","-0,005","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,4723","1,3703","0,5543","2,4808","6,8691","1,744","5,9972","1,9316","-0,0388","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
khasan _m,континентальное,"2,6848","1,798","0,6697","3,5523","3,5747","3,1259","6,9382","0,9853","0,0503","5,1","10,9","2,4","1213,3","26,1","-18,6","44,7","19,2","-11,6","19,5","-11,6",599,123,7,76,307,30,304,30
